timestamp,sensor_id,value,unit
2025-05-14T15:16:26.969395,T1,21.549744978000355,°C
2025-05-14T15:16:26.969572,H1,55.25107858222976,%
2025-05-14T15:16:26.969653,P1,981.0191077399559,hPa
2025-05-14T15:16:28.970601,T1,-17.74475446766885,°C
2025-05-14T15:16:28.970900,H1,71.48081952450991,%
2025-05-14T15:16:28.971092,P1,996.2639799327825,hPa
2025-05-14T15:16:30.971739,T1,-18.892351163339146,°C
2025-05-14T15:16:30.972099,H1,2.840474627240841,%
2025-05-14T15:16:30.972279,P1,960.7144172483299,hPa
2025-05-14T15:16:32.973142,T1,11.327031885834742,°C
2025-05-14T15:16:32.973538,H1,23.6710345435069,%
2025-05-14T15:16:32.973713,P1,1041.953132428595,hPa
2025-05-14T15:16:34.974198,T1,-14.366240462795044,°C
2025-05-14T15:16:34.974488,H1,16.544992543177873,%
2025-05-14T15:16:34.974653,P1,1009.6371936485588,hPa
2025-05-14T15:16:36.975223,T1,28.882550433674183,°C
2025-05-14T15:16:36.975535,H1,22.300088461410205,%
2025-05-14T15:16:36.975711,P1,980.5922681167232,hPa
2025-05-14T15:16:38.976283,T1,43.213922035737745,°C
2025-05-14T15:16:38.976572,H1,13.859297067107834,%
2025-05-14T15:16:38.976733,P1,1008.7847080448515,hPa
2025-05-14T15:16:40.977110,T1,6.559553891527955,°C
2025-05-14T15:16:40.977278,H1,39.64075697622882,%
2025-05-14T15:16:40.977358,P1,972.7583938665008,hPa
2025-05-14T15:16:42.977875,T1,15.496155208198168,°C
2025-05-14T15:16:42.978117,H1,16.42397846248005,%
2025-05-14T15:16:42.978314,P1,972.620020099999,hPa
2025-05-14T16:25:59.088140,T1,40.722517927579425,°C
2025-05-14T16:25:59.089549,H1,45.716530260417684,%
2025-05-14T16:25:59.090624,P1,984.016007679308,hPa
2025-05-14T16:26:01.091405,T1,21.050170754138335,°C
2025-05-14T16:26:01.092185,H1,47.185267799082865,%
2025-05-14T16:26:01.092792,P1,1042.612964761164,hPa
2025-05-14T16:26:03.094176,T1,12.714521392573715,°C
2025-05-14T16:26:03.094768,H1,29.208997078122234,%
2025-05-14T16:26:03.095284,P1,992.7449374806273,hPa
2025-05-14T16:26:05.095890,T1,36.35829338279265,°C
2025-05-14T16:26:05.096516,H1,36.979432707407,%
2025-05-14T16:26:05.097188,P1,1036.557752281942,hPa
2025-05-14T16:26:07.098342,T1,-4.718678655306917,°C
2025-05-14T16:26:07.098907,H1,90.49444909699706,%
2025-05-14T16:26:07.099289,P1,975.8549504485114,hPa
2025-05-14T16:26:09.099903,T1,28.23328667612043,°C
2025-05-14T16:26:09.100581,H1,53.98723920415816,%
2025-05-14T16:26:09.101098,P1,1003.3806132474585,hPa
2025-05-14T16:26:11.101685,T1,11.018463751979628,°C
2025-05-14T16:26:11.102292,H1,38.67419043138113,%
2025-05-14T16:26:11.102887,P1,1017.2183934964794,hPa
2025-05-14T16:26:13.104151,T1,22.013237458541518,°C
2025-05-14T16:26:13.104837,H1,99.59238913263655,%
2025-05-14T16:26:13.105290,P1,970.2795743270542,hPa
2025-05-14T16:26:15.106390,T1,41.53122735156894,°C
2025-05-14T16:26:15.107135,H1,67.85129780087445,%
2025-05-14T16:26:15.107709,P1,950.0133422766063,hPa
